SECONDARY SCIENCE CHEMICAL INVENTORY APPROVED CHEMICALS - ALL,,,,,,,,,,,,,,,,,,,,,
SCHOOL NAME:,,,,,,,,,,,,,,,,,,,,,
COMPLETED BY:,,ItemStatus,Company,Catalog,MSDS,Units,Storage Area,Room #,,Cells with a red triangle in the upper right-hand corner contain comments. Click or hover over the cell to see the comment.,,,,,,,,,,,
DATE COMPLETED:,Sat May 14 2016 at 06:17 PM
Name,ListType,ItemType,Department,Amount,Remind,Notes,,,,,,,,,,,,,,,
APPROVED CHEMICALS,,,,,,,Will be removed,,,STORAGE LOCATION #1,,,,STORAGE LOCATION #2,,,,,OPTIONAL ,,
Chemical Name,School Name,Common Names,Storage Area,Anion,Cation,MSDS FILE #,WHMIS Class,CAS #,Storage Area (from Approved List),Room where Stored,Cabinet or Cupboard where Stored,Volume / Mass,Date Purchased (if known) mm/dd/yy,Room where Stored,Cabinet or Cupboard where Stored,Volume / Mass,Date Purchased (if known) mm/dd/yy,Request Disposal? (Y or N),Grade,Rationale,Supplier
Name,ItemType,ShopList,Department,Amount,Remind,Notes,Status,Company,Cat#,MSDS,Units,Storage,Room,Date,,,,,,,
hydrochloric acid hydrochloric acid  muriatic acid,Consumable,No,General,13200,60,Notes,Ok,Unknown,7647-01-0,#411,0,Acid Cabinet,1044B,Thu Apr 14 2016 at 12:42 PM
hydrogen hydrogen gas,Consumable,No,General,0,60,Notes,Ok,Unknown,1333-74-0,#167,0,Compressed Gas - Secured Cylinders,1044A,Thu Apr 14 2016 at 12:42 PM
hydrogen peroxide <40%  ,Consumable,No,General,0,60,Notes,Ok,Unknown,7722-84-1,#421  422,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
indigo carmine carmine blue,Consumable,No,General,0,60,Notes,Ok,Unknown,860-22-0,#408,0,Indicators Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
iodine  ,Consumable,No,General,405,60,Notes,Ok,Unknown,Unknown,#268  #525  #532  #533,1,General,2017,Thu Apr 14 2016 at 12:42 PM
iron (II) chloride tetrahydrate ferrous chloride tetrahydrate,Consumable,No,General,30,60,Notes,Ok,Unknown,13478-10-9,Approved List - No MSDS online,0,General,2017,Thu Apr 14 2016 at 12:42 PM
iron (II) sulfate heptahydrate ferrous sulfate heptahydrate,Consumable,No,General,400,60,Notes,Ok,Unknown,7782-63-0,#712,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
iron (III) ammonium citrate ferric ammonium citrate,Consumable,No,General,500,60,Notes,Ok,Unknown,1185-57-5,#714,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
iron (III) chloride ferric chloride,Consumable,No,General,650,60,Notes,Ok,Unknown,7705-08-0,#504 Archived,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
Iron (III) nitrate ,Consumable,No,General,500,60,Notes,Ok,Unknown,Unknown,Unknown,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
Iron (III) oxide ,Consumable,No,General,1.2,60,Notes,Ok,Unknown,Unknown,Unknown,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
iron (III) sulfate ferric sulfate,Consumable,No,General,300,60,Notes,Ok,Unknown,10028-22-5,#712,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
iron metal  ,Consumable,No,General,4300,60,Notes,Ok,Unknown,Unknown,#851,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
isopropyl alcohol isopropanol  2-propanol,Consumable,No,General,520,60,Notes,Ok,Unknown,67-63-0,#405,1,Flammable Cabinet,2017,Thu Apr 14 2016 at 12:42 PM
janus green b  ,Consumable,No,General,0,60,Notes,Ok,Unknown,2869-83-2,Approved List - No MSDS online,0,Indicators Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
kaolin kaolin  china clay,Consumable,No,General,0,60,Notes,Ok,Unknown,1332-58-7,#283,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
kerosene  ,Consumable,No,General,0,60,Notes,Ok,Unknown,8008-20-6,#10,0,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
lactic acid  ,Consumable,No,General,0,60,Notes,Ok,Unknown,50-21-5,Approved List - No MSDS online,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
lactose  ,Consumable,No,General,503,60,Notes,Ok,Unknown,63-42-3,#439,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
lead (II  IV) oxide lead oxide red,Consumable,No,General,0,60,Notes,Ok,Unknown,1314-41-6,#705,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
lead (II) chloride lead dichloride,Consumable,No,General,0,60,Notes,Ok,Unknown,7758-95-4,Approved List - No MSDS online,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
lead (II) nitrate lead dinitrate,Consumable,No,General,900,60,Notes,Ok,Unknown,10099-74-8,#321,1,General,1044a,Thu Apr 14 2016 at 12:42 PM
lead (II) sulfide lead sulfide,Consumable,No,General,400,60,Notes,Ok,Unknown,1314-87-0,Approved List - No MSDS online,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
lead metal  ,Consumable,No,General,10,60,Notes,Ok,Unknown,7439-92-1,#402?,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
lead(II) acetate trihydrate lead acetate trihydrate,Consumable,No,General,600,60,Notes,Ok,Unknown,6080-56-4,#706,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
linseed oil  ,Consumable,No,General,0,60,Notes,Ok,Unknown,8001-26-1,#829,0,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
lithium chloride  ,Consumable,No,General,0,60,Notes,Ok,Unknown,7447-41-8,#564,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
lithium hydroxide solution  ,Consumable,No,General,0,60,Notes,Ok,Unknown,1310-66-3,#707,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
lithium metal  ,Consumable,No,General,10,60,Notes,Ok,Unknown,7439-93-2,#400,0,Small Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
lithium nitrate  ,Consumable,No,General,300,60,Notes,Ok,Unknown,7790-69-4,#318,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
litmus  ,Consumable,No,General,0,60,Notes,Ok,Unknown,1393-92-6,#284 Discontinued / Archived,0,Indicators Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
lycopodium powder club moss spores,Consumable,No,General,0,60,Notes,Ok,Unknown,8023-70-9,#345,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
lye  soln sodium hydroxide solution,Consumable,No,General,0,60,Notes,Ok,Unknown,1310-73-2,#324 - Potassium Hydroxide,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
m-xylene 3-methyltoluene  1 3-dimethylbenzene,Consumable,No,General,250,60,Notes,Ok,Unknown,108-38-3,#376,1,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
magnesium acetate  ,Consumable,No,General,0,60,Notes,Ok,Unknown,142-72-3,Approved List - No MSDS online,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
magnesium carbonate pentahydrate  ,Consumable,No,General,200,60,Notes,Ok,Unknown,23389-33-5,#703,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
magnesium chloride hexahydrate  ,Consumable,No,General,500,60,Notes,Ok,Unknown,7791-18-6,#293,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
Magnesium Hydroxide ,Consumable,No,General,40,60,Notes,Ok,Unknown,Unknown,Unknown,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
magnesium metal magnesium ribbon,Consumable,No,General,210,60,Notes,Ok,Unknown,7439-95-4,#396,0,Small Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
magnesium nitrate  ,Consumable,No,General,450,60,Notes,Ok,Unknown,10377-60-3,#523,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
magnesium oxide  ,Consumable,No,General,0,60,Notes,Ok,Unknown,1309-48-4,#524,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
Magnesium phosphate ,Consumable,No,General,28,60,Notes,Ok,Unknown,Unknown,Unknown,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
magnesium powder  ,Consumable,No,General,200,60,Notes,Ok,Unknown,7439-95-4,#310 Archived,0,Small Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
magnesium sulfate  ,Consumable,No,General,500,60,Notes,Ok,Unknown,7487-88-9,#702,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
maleic acid  ,Consumable,No,General,200,60,Notes,Ok,Unknown,110-16-7,Approved List - No MSDS online,0,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
maltose malt sugar,Consumable,No,General,0,60,Notes,Ok,Unknown,69-79-4,#274,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
manganese (II) chloride tetrahydrate  ,Consumable,No,General,0,60,Notes,Ok,Unknown,13446-34-9,#698,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
manganese (II) sulfate hydrate  ,Consumable,No,General,35,60,Notes,Ok,Unknown,10034-96-5,#697,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
manganese (IV) oxide manganese dioxide  managnese peroxide,Consumable,No,General,250,60,Notes,Ok,Unknown,1313-13-9,#308,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
methanol methyl alcohol,Consumable,No,General,50,60,Notes,Ok,Unknown,67-56-1,#406,1,Flammable Cabinet,2017,Thu Apr 14 2016 at 12:42 PM
methyl orange  ,Consumable,No,General,0,60,Notes,Ok,Unknown,547-58-0,#515,0,Indicators Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
methyl red  ,Consumable,No,General,0,60,Notes,Ok,Unknown,493-52-7,#404,0,Indicators Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
methyl violet  ,Consumable,No,General,0,60,Notes,Ok,Unknown,8004-87-3,#694,0,Indicators Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
methylcellulose 1.5% solution methylcellulose 1.5% solution,Consumable,No,General,0,60,Notes,Ok,Unknown,mixture,#519,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
methylene blue  ,Consumable,No,General,0,60,Notes,Ok,Unknown,7220-79-3,#513,0,Indicators Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
mineral oil  ,Consumable,No,General,3500,60,Notes,Ok,Unknown,8012-59-1,#394,0,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
Molybdic Acid ,Consumable,No,General,75,60,Notes,Ok,Unknown,Unknown,Unknown,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
n- butyric acid n- butyric acid  n-butanoic acid,Consumable,No,General,0,60,Notes,Ok,Unknown,107-92-6,#464,0,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
napthalene  crude/refined  ,Consumable,No,General,465,60,Notes,Ok,Unknown,91-20-2,Approved List - No MSDS online,0,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
nickel (II) chloride hexahydrate nickelous chloride,Consumable,No,General,0,60,Notes,Ok,Unknown,7791-20-0,Approved List - No MSDS online,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
nickel (II) nitrate hexahydrate nickel nitrate,Consumable,No,General,470,60,Notes,Ok,Unknown,13478-00-7,Approved List - No MSDS online,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
nickel (II) sulfate hexahydrate nickel sulfate,Consumable,No,General,0,60,Notes,Ok,Unknown,10101-97-0,Approved List - No MSDS online,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
Nickel Ammonium Sulfate ,Consumable,No,General,150,60,Notes,Ok,Unknown,Unknown,Unknown,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
nickel metal  ,Consumable,No,General,250,60,Notes,Ok,Unknown,7440-02-0,#853? In Tech,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
ninhydrin ninhydrin monohydrate,Consumable,No,General,0,60,Notes,Ok,Unknown,485-47-2,#693,0,Indicators Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
nitric acid <70%  ,Consumable,No,General,4325,60,Notes,Ok,Unknown,7697-37-2,#463,0,Acid Cabinet (separate),1044B,Thu Apr 14 2016 at 12:42 PM
nitrogen gas  ,Consumable,No,General,0,60,Notes,Ok,Unknown,7727-37-9,#606?,0,Compressed Gas - Secured Cylinders,1044A,Thu Apr 14 2016 at 12:42 PM
octyl bonded silica gel  ,Consumable,No,General,0,60,Notes,Ok,Unknown,126849-95-4,#367,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
oleic acid ,Consumable,No,General,0,60,Notes,Ok,Unknown,112-80-1,Approved List - No MSDS online,0,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
oxygen oxygen gas,Consumable,No,General,0,60,Notes,Ok,Unknown,7782-44-7,#165,0,Compressed Gas - Secured Cylinders,1044A,Thu Apr 14 2016 at 12:42 PM
p-dimethylaminobenzaldehyde p-dimethylaminobenzaldehyde  erlichs reagent,Consumable,No,General,0,60,Notes,Ok,Unknown,100-10-7,#735,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
palmitic acid  ,Consumable,No,General,0,60,Notes,Ok,Unknown,1957-10-03,#574,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
paraffin paraffin  mineral oil,Consumable,No,General,0,60,Notes,Ok,Unknown,8002-74-2,#394 - Mineral Oil,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
pentane amylhydride,Consumable,No,General,0,60,Notes,Ok,Unknown,109-66-0,#510,0,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
pepsin  ,Consumable,No,General,0,60,Notes,Ok,Unknown,9001-75-6,#395,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
petroleum ether  ,Consumable,No,General,0,60,Notes,Ok,Unknown,8032-32-4,#505,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
phenol  ,Consumable,No,General,0,60,Notes,Ok,Unknown,108-95-2,#412,0,Indicators Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
phenolphthalein  ,Consumable,No,General,40,60,Notes,Ok,Unknown,1977-09-08,#503,0,Indicators Cupboard,1044B,Thu Apr 14 2016 at 12:42 PM
phosphoric acid phosphorous acid,Consumable,No,General,2300,60,Notes,Ok,Unknown,7664-38-2,#573,0,Acid Cabinet,1044B,Thu Apr 14 2016 at 12:42 PM
phthalic anhydride  ,Consumable,No,General,0,60,Notes,Ok,Unknown,85-44-9,#692,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
polyethylene glycol tetraethylene glycol,Consumable,No,General,0,60,Notes,Ok,Unknown,25322-68-3,#704,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
polyvinyl alcohol pva,Consumable,No,General,45,60,Notes,Ok,Unknown,9002-89-5,#466,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
Potassium Acetate ,Consumable,No,General,600,60,Notes,Ok,Unknown,Unknown,Unknown,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium bicarbonate potassium bicarbonate  carbonic acid,Consumable,No,General,0,60,Notes,Ok,Unknown,298-14-6,#752,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium bromate potassium bromate  bromic acid,Consumable,No,General,250,60,Notes,Ok,Unknown,7758-01-02,#340,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium bromide  ,Consumable,No,General,700,60,Notes,Ok,Unknown,7758-02-03,#334,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium carbonate potassium carbonate  carbonic acid  potash,Consumable,No,General,200,60,Notes,Ok,Unknown,584-08-7,#729,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium chlorate  ,Consumable,No,General,1,60,Notes,Ok,Unknown,3811-04-09,#331,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium chloride  ,Consumable,No,General,200,60,Notes,Ok,Unknown,7447-40-7,#327,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium chromate dipotassium chromate,Consumable,No,General,400,60,Notes,Ok,Unknown,7789-00-6,Approved List - No MSDS online,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium dichromate  ,Consumable,No,General,400,60,Notes,Ok,Unknown,7778-50-9,#326,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
Potassium Ferricyanide ,Consumable,No,General,550,60,Notes,Ok,Unknown,Unknown,Unknown,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
Potassium Ferrocyanide ,Consumable,No,General,80,60,Notes,Ok,Unknown,Unknown,Unknown,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium hydrogen phthalate ,Consumable,No,General,30,60,Notes,Ok,Unknown,877-24-7,#337,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium hydrogen sulfate potassium bisulfate,Consumable,No,General,0,60,Notes,Ok,Unknown,7646-93-7,#380,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium hydroxide potash lye  potash caustic,Consumable,No,General,2500,60,Notes,Ok,Unknown,1310-58-3,#324,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium iodate  ,Consumable,No,General,125,60,Notes,Ok,Unknown,7758-05-06,#282,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium iodide  ,Consumable,No,General,500,60,Notes,Ok,Unknown,7681-11-0,#341,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium metal  ,Consumable,No,General,50,60,Notes,Ok,Unknown,7440-09-07,#424,1,Small Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
potassium nitrate saltpeter,Consumable,No,General,0,60,Notes,Ok,Unknown,7757-79-1,#322,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium oxalate monohydrate  ,Consumable,No,General,400,60,Notes,Ok,Unknown,6487-48-5,#559,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
potassium permanganate  ,Consumable,No,General,0,60,Notes,Ok,Unknown,7722-64-7,#393,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
Potassium persulfate ,Consumable,No,General,50,60,Notes,Ok,Unknown,Unknown,Unknown,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium phosphate  ,Consumable,No,General,40,60,Notes,Ok,Unknown,7758-11-04,#342,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
potassium sodium tartrate  ,Consumable,No,General,300,60,Notes,Ok,Unknown,304-59-6,#563,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
Potassium Sulfate ,Consumable,No,General,800,60,Notes,Ok,Unknown,Unknown,Unknown,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
propane  ,Consumable,No,General,0,60,Notes,Ok,Unknown,74-98-6,#73 in Tech,0,Compressed Gas - Secured Cylinders,1044A,Thu Apr 14 2016 at 12:42 PM
propionic acid propionic acid  propanoic acid  methylacetic acid,Consumable,No,General,0,60,Notes,Ok,Unknown,1979-09-04,#572,0,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
propyl alcohol propyl alcohol  propanol,Consumable,No,General,30,60,Notes,Ok,Unknown,71-23-8,#474,1,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
rosolic acid  ,Consumable,No,General,0,60,Notes,Ok,Unknown,603-45-2,#356,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
salicylic acid  ,Consumable,No,General,0,60,Notes,Ok,Unknown,50-78-2,#455,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
sec-butyl alcohol sec-butyl alcohol  2-butanol,Consumable,No,General,0,60,Notes,Ok,Unknown,78-92-2,#471,0,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
semicarbazide hydrochloride semicarbazide hydrochloride,Consumable,No,General,0,60,Notes,Ok,Unknown,563-41-7,#701 Discontinued / Archived,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
silver acetate ,Consumable,No,General,150,60,Notes,Ok,Unknown,Unknown,Unknown,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
silver metal  ,Consumable,No,General,22,60,Notes,Ok,Unknown,7440-22-4,#501,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
silver nitrate  ,Consumable,No,General,0,60,Notes,Ok,Unknown,7761-88-8,#450,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium acetate  ,Consumable,No,General,750,60,Notes,Ok,Unknown,127-09-3,#484,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
sodium acetate buffer  ,Consumable,No,General,0,60,Notes,Ok,Unknown,mixture,#486 Discontinued / Archived,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
sodium acetate trihydrate  ,Consumable,No,General,0,60,Notes,Ok,Unknown,6131-90-4,#485,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
sodium arsenate heptahydrate  ,Consumable,No,General,0,60,Notes,Ok,Unknown,7778-43-0,#723,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium bicarbonate sodium bicarbonate  baking soda  sodium hydrogen carbonate,Consumable,No,General,4100,60,Notes,Ok,Unknown,144-55-8,#159,0,General,2017,Thu Apr 14 2016 at 12:42 PM
sodium bromate ,Consumable,No,General,200,60,Notes,Ok,Unknown,Unknown,Unknown,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium bromide  ,Consumable,No,General,450,60,Notes,Ok,Unknown,7647-15-6,#480,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium carbonate  ,Consumable,No,General,700,60,Notes,Ok,Unknown,497-19-8,#478,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium chlorate  ,Consumable,No,General,150,60,Notes,Ok,Unknown,7775-09-09,#565,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium chloride  ,Consumable,No,General,1600,60,Notes,Ok,Unknown,7647-14-5,#566,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium chromate  ,Consumable,No,General,0,60,Notes,Ok,Unknown,7775-11-03,#446,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium citrate  ,Consumable,No,General,10,60,Notes,Ok,Unknown,61632-04-3,Approved List - No MSDS online,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
sodium dichromate  ,Consumable,No,General,0,60,Notes,Ok,Unknown,10588-01-9,#449,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium fluoride  ,Consumable,No,General,0,60,Notes,Ok,Unknown,7681-49-4,#561,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
Sodium Hydrogen phosphate ,Consumable,No,General,150,60,Notes,Ok,Unknown,Unknown,Unknown,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium hydrogen sulfite sodium metabisulfite  sulfurous acid,Consumable,No,General,1,60,Notes,Ok,Unknown,7631-90-5,#454 or 560,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium hydroxide  ,Consumable,No,General,1552,60,Notes,Ok,Unknown,1310-73-2,#496,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium hypochlorite <16%cl sodium hypochlorite <16%cl  clorox bleach,Consumable,No,General,0,60,Notes,Ok,Unknown,7681-52-9,#61,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium hyrdogen sulfate sodium bisulfate,Consumable,No,General,100,60,Notes,Ok,Unknown,7681-38-1,#560,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium iodide  ,Consumable,No,General,200,60,Notes,Ok,Unknown,7681-82-5,#469,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium lauryl sulfate  ,Consumable,No,General,0,60,Notes,Ok,Unknown,151-21-3,#498,0,Small Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
sodium metabisulfite sodium disulphite  sodium pyrosulfte,Consumable,No,General,350,60,Notes,Ok,Unknown,7681-57-4,#454,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium metal  ,Consumable,No,General,100,60,Notes,Ok,Unknown,7440-23-5,#500,0,Small Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
Sodium Molybdate ,Consumable,No,General,100,60,Notes,Ok,Unknown,Unknown,Unknown,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium nitrate  ,Consumable,No,General,700,60,Notes,Ok,Unknown,7631-99-4,#357,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium nitrite  ,Consumable,No,General,250,60,Notes,Ok,Unknown,7632-00-0,#438,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium oleate powder  ,Consumable,No,General,0,60,Notes,Ok,Unknown,143-19-1,#457 Discontinued / Archived,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
sodium oxalate disodium oxalate,Consumable,No,General,0,60,Notes,Ok,Unknown,62-76-0,#468,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
sodium peroxide  ,Consumable,No,General,0,60,Notes,Ok,Unknown,1313-60-6,#307,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium phosphate disodium hydrogenorthophosphate,Consumable,No,General,470,60,Notes,Ok,Unknown,7558-79-4,#725,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium salicylate  ,Consumable,No,General,0,60,Notes,Ok,Unknown,54-21-7,Approved List - No MSDS online,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium silicate  ,Consumable,No,General,0,60,Notes,Ok,Unknown,1344-09-8,#569,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium sulfate  ,Consumable,No,General,250,60,Notes,Ok,Unknown,7757-82-6,#448,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium sulfide  ,Consumable,No,General,130,60,Notes,Ok,Unknown,1313-84-4,#562,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium tetraborate  ,Consumable,No,General,200,60,Notes,Ok,Unknown,1330-43-4,#467 Archived,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium tetraborate decahyrdate sodium borate  borax,Consumable,No,General,500,60,Notes,Ok,Unknown,1303-96-4,#759,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
sodium thiosulfate  ,Consumable,No,General,500,60,Notes,Ok,Unknown,7772-98-7,#475,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
starch starch  iodine indicator,Consumable,No,General,200,60,Notes,Ok,Unknown,9005-25-8,#494,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
stearic acid stearic acid  palmitic acid  ,Consumable,No,General,30,60,Notes,Ok,Unknown,1957-11-04,#461,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
steel  ,Consumable,No,General,0,60,Notes,Ok,Unknown,Unknown,#493,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
stoddard solvent  ,Consumable,No,General,0,60,Notes,Ok,Unknown,8052-41-3,#426 Discontinued / Archived,0,Indicators Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
strontium chloride hexahydrate ,Consumable,No,General,0,60,Notes,Ok,Unknown,10025-70-4,#492,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
strontium nitrate  ,Consumable,No,General,25,60,Notes,Ok,Unknown,10042-76-9,#358,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
succinic acid succinic acid  spirit of amber,Consumable,No,General,0,60,Notes,Ok,Unknown,110-15-6,Approved List - No MSDS online,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
